season,year,month,hour,holiday,weekday,workingday,weather,temp,feel_temp,humidity,windspeed,count
spring,0,1,16,False,1,True,clear,10.66,12.12,0.3,16.997899999999998,0.07778915046059365
spring,0,1,17,False,1,True,clear,9.84,11.365,0.3,15.0013,0.16069600818833163
spring,0,1,18,False,1,True,clear,9.84,12.88,0.32,7.0015,0.16069600818833163
spring,0,1,19,False,1,True,clear,8.200000000000001,12.88,0.47,0.0,0.11258955987717502
spring,0,1,20,False,1,True,clear,8.200000000000001,11.365,0.47,7.0015,0.05322415557830092
spring,0,1,21,False,1,True,clear,7.38,9.85,0.64,8.9981,0.05322415557830092
spring,0,1,22,False,1,True,clear,5.74,7.575,0.69,8.9981,0.02047082906857728
spring,0,1,23,False,1,True,clear,7.38,10.605,0.55,7.0015,0.012282497441146366
spring,0,1,0,False,2,True,clear,6.5600000000000005,9.09,0.55,7.0015,0.00511770726714432
spring,0,1,1,False,2,True,clear,6.5600000000000005,9.09,0.59,7.0015,0.0020470829068577278
spring,0,1,2,False,2,True,clear,5.74,7.575,0.63,8.9981,0.0010235414534288639
spring,0,1,4,False,2,True,clear,5.74,9.09,0.63,6.0032,0.0020470829068577278
spring,0,1,5,False,2,True,clear,4.92,7.575,0.68,7.0015,0.0040941658137154556
spring,0,1,6,False,2,True,clear,4.92,7.575,0.74,7.0015,0.0368474923234391
spring,0,1,7,False,2,True,clear,4.92,7.575,0.74,8.9981,0.09621289662231321
spring,0,1,8,False,2,True,clear,5.74,7.575,0.69,11.0014,0.18321392016376664
spring,0,1,9,False,2,True,clear,6.5600000000000005,7.575,0.64,15.0013,0.1023541453428864
spring,0,1,10,False,2,True,misty,6.5600000000000005,6.819999999999999,0.69,22.0028,0.042988741044012284
spring,0,1,11,False,2,True,clear,9.02,10.605,0.51,19.9995,0.05834186284544524
spring,0,1,12,False,2,True,clear,9.02,11.365,0.51,11.0014,0.07983623336745138
spring,0,1,13,False,2,True,clear,9.84,11.365,0.56,12.998,0.0992835209825998
spring,0,1,14,False,2,True,clear,10.66,12.88,0.52,15.0013,0.06448311156601842
spring,0,1,15,False,2,True,clear,11.48,13.635,0.52,16.997899999999998,0.06653019447287616
spring,0,1,16,False,2,True,clear,12.3,14.395,0.49,16.997899999999998,0.0849539406345957
spring,0,1,17,False,2,True,clear,11.48,13.635,0.48,15.0013,0.21699078812691913
spring,0,1,18,False,2,True,clear,10.66,12.88,0.48,12.998,0.1862845445240532
spring,0,1,19,False,2,True,clear,9.84,12.88,0.48,7.0015,0.11463664278403275
spring,0,1,20,False,2,True,clear,9.84,12.88,0.48,7.0015,0.05527123848515865
spring,0,1,21,False,2,True,clear,9.02,13.635,0.64,0.0,0.04912998976458546
spring,0,1,22,False,2,True,clear,9.02,12.88,0.64,6.0032,0.03582395087001024
spring,0,1,23,False,2,True,clear,8.200000000000001,11.365,0.69,6.0032,0.011258955987717503
spring,0,1,0,False,3,True,clear,8.200000000000001,12.88,0.64,0.0,0.006141248720573183
spring,0,1,1,False,3,True,clear,6.5600000000000005,9.85,0.74,6.0032,0.006141248720573183
spring,0,1,2,False,3,True,clear,6.5600000000000005,9.85,0.74,6.0032,0.0020470829068577278
spring,0,1,4,False,3,True,clear,9.84,11.365,0.48,15.0013,0.0020470829068577278
spring,0,1,5,False,3,True,clear,9.02,11.365,0.47,11.0014,0.0030706243602865915
spring,0,1,6,False,3,True,clear,8.200000000000001,9.85,0.47,15.0013,0.033776867963152504
spring,0,1,7,False,3,True,clear,7.38,9.09,0.43,12.998,0.09007164790174002
spring,0,1,8,False,3,True,clear,8.200000000000001,9.09,0.4,19.9995,0.19959058341862845
spring,0,1,9,False,3,True,clear,9.02,9.85,0.37,22.0028,0.11770726714431934
spring,0,1,10,False,3,True,clear,9.02,9.85,0.37,22.0028,0.05834186284544524
spring,0,1,11,False,3,True,clear,10.66,11.365,0.33,22.0028,0.04708290685772774
spring,0,1,12,False,3,True,clear,10.66,11.365,0.33,22.0028,0.08085977482088025
spring,0,1,13,False,3,True,clear,11.48,12.88,0.3,19.9995,0.07267144319344933
spring,0,1,14,False,3,True,clear,12.3,14.395,0.28,12.998,0.06345957011258956
spring,0,1,15,False,3,True,clear,12.3,14.395,0.28,12.998,0.06345957011258956
spring,0,1,16,False,3,True,clear,12.3,15.909999999999998,0.28,6.0032,0.09109518935516889
spring,0,1,17,False,3,True,clear,9.84,11.365,0.38,12.998,0.19447287615148415
spring,0,1,18,False,3,True,clear,9.84,12.12,0.38,8.9981,0.172978505629478
spring,0,1,19,False,3,True,clear,9.84,12.88,0.38,7.0015,0.13510747185261002
spring,0,1,20,False,3,True,clear,9.02,11.365,0.47,11.0014,0.09109518935516889
spring,0,1,21,False,3,True,clear,8.200000000000001,9.85,0.51,12.998,0.044012282497441144
spring,0,1,22,False,3,True,clear,7.38,9.85,0.55,8.9981,0.042988741044012284
spring,0,1,23,False,3,True,clear,8.200000000000001,12.88,0.47,0.0,0.019447287615148412
spring,0,1,0,False,4,True,clear,7.38,12.12,0.55,0.0,0.011258955987717503
spring,0,1,1,False,4,True,clear,6.5600000000000005,11.365,0.64,0.0,0.0040941658137154556
spring,0,1,2,False,4,True,clear,6.5600000000000005,11.365,0.64,0.0,0.0020470829068577278
spring,0,1,4,False,4,True,misty,6.5600000000000005,9.85,0.64,6.0032,0.0010235414534288639
spring,0,1,5,False,4,True,misty,5.74,9.09,0.69,6.0032,0.0040941658137154556
spring,0,1,6,False,4,True,misty,5.74,8.334999999999999,0.63,7.0015,0.0368474923234391
spring,0,1,7,False,4,True,misty,6.5600000000000005,11.365,0.59,0.0,0.09723643807574207
spring,0,1,8,False,4,True,clear,6.5600000000000005,11.365,0.59,0.0,0.2241555783009212
spring,0,1,9,False,4,True,misty,7.38,12.12,0.51,0.0,0.12487205731832139
spring,0,1,10,False,4,True,clear,8.200000000000001,12.88,0.47,0.0,0.04605936540429888
spring,0,1,11,False,4,True,clear,9.02,12.88,0.44,6.0032,0.06038894575230297
spring,0,1,12,False,4,True,clear,10.66,14.395,0.35,0.0,0.08597748208802457
spring,0,1,13,False,4,True,clear,10.66,13.635,0.35,7.0015,0.06857727737973388
spring,0,1,14,False,4,True,clear,11.48,13.635,0.36,11.0014,0.07164790174002048
spring,0,1,15,False,4,True,clear,11.48,13.635,0.36,0.0,0.06345957011258956
spring,0,1,16,False,4,True,clear,10.66,12.88,0.38,11.0014,0.08802456499488229
spring,0,1,17,False,4,True,clear,9.02,11.365,0.51,11.0014,0.17604912998976457
spring,0,1,18,False,4,True,clear,9.02,11.365,0.51,8.9981,0.1668372569089048
spring,0,1,19,False,4,True,clear,9.02,12.88,0.55,6.0032,0.11463664278403275
spring,0,1,20,False,4,True,clear,8.200000000000001,10.605,0.51,11.0014,0.07062436028659161
spring,0,1,21,False,4,True,misty,9.02,10.605,0.55,15.0013,0.04912998976458546
spring,0,1,22,False,4,True,misty,9.02,10.605,0.51,19.0012,0.05322415557830092
spring,0,1,23,False,4,True,misty,8.200000000000001,9.85,0.59,12.998,0.02354145342886387
spring,0,1,0,False,5,True,misty,8.200000000000001,9.85,0.64,12.998,0.017400204708290685
spring,0,1,1,False,5,True,misty,8.200000000000001,9.85,0.69,15.0013,0.007164790174002047
spring,0,1,2,False,5,True,misty,8.200000000000001,9.85,0.69,15.0013,0.0010235414534288639
spring,0,1,4,False,5,True,misty,8.200000000000001,10.605,0.69,8.9981,0.0010235414534288639
spring,0,1,5,False,5,True,rain,9.02,13.635,0.55,0.0,0.00511770726714432
spring,0,1,6,False,5,True,misty,8.200000000000001,12.88,0.69,0.0,0.03480040941658137
spring,0,1,7,False,5,True,clear,8.200000000000001,10.605,0.69,8.9981,0.08597748208802457
spring,0,1,8,False,5,True,clear,8.200000000000001,9.85,0.51,16.997899999999998,0.21494370522006143
spring,0,1,9,False,5,True,clear,8.200000000000001,9.09,0.47,19.9995,0.13715455475946775
spring,0,1,10,False,5,True,clear,9.02,9.85,0.37,22.0028,0.06448311156601842
spring,0,1,11,False,5,True,misty,8.200000000000001,9.85,0.4,15.0013,0.06857727737973388
spring,0,1,12,False,5,True,misty,8.200000000000001,9.85,0.37,16.997899999999998,0.06038894575230297
spring,0,1,13,False,5,True,misty,8.200000000000001,9.09,0.37,19.0012,0.07471852610030706
spring,0,1,14,False,5,True,misty,8.200000000000001,9.85,0.4,16.997899999999998,0.0511770726714432
spring,0,1,15,False,5,True,misty,8.200000000000001,10.605,0.37,11.0014,0.0736949846468782
spring,0,1,16,False,5,True,misty,8.200000000000001,10.605,0.37,11.0014,0.08904810644831115
spring,0,1,17,False,5,True,misty,8.200000000000001,12.88,0.37,0.0,0.19140225179119755
spring,0,1,18,False,5,True,clear,8.200000000000001,11.365,0.4,6.0032,0.12589559877175024
spring,0,1,19,False,5,True,clear,6.5600000000000005,9.85,0.55,6.0032,0.09723643807574207
spring,0,1,20,False,5,True,clear,7.38,10.605,0.47,7.0015,0.052200614124872056
spring,0,1,21,False,5,True,clear,7.38,9.85,0.47,8.9981,0.03991811668372569
spring,0,1,22,False,5,True,misty,7.38,9.85,0.43,11.0014,0.0368474923234391
spring,0,1,23,False,5,True,misty,7.38,9.85,0.51,11.0014,0.015353121801432957
spring,0,1,0,False,6,False,misty,7.38,9.85,0.51,11.0014,0.0255885363357216
spring,0,1,1,False,6,False,misty,7.38,10.605,0.55,6.0032,0.016376663254861822
spring,0,1,2,False,6,False,misty,7.38,12.12,0.55,0.0,0.016376663254861822
spring,0,1,3,False,6,False,rain,7.38,9.85,0.55,11.0014,0.007164790174002047
spring,0,1,4,False,6,False,rain,7.38,9.85,0.55,11.0014,0.0010235414534288639
spring,0,1,5,False,6,False,misty,6.5600000000000005,8.334999999999999,0.74,11.0014,0.00511770726714432
spring,0,1,6,False,6,False,misty,6.5600000000000005,8.334999999999999,0.74,11.0014,0.0020470829068577278
spring,0,1,7,False,6,False,misty,6.5600000000000005,9.09,0.74,7.0015,0.009211873080859774
spring,0,1,8,False,6,False,rain,6.5600000000000005,9.09,0.93,7.0015,0.015353121801432957
spring,0,1,9,False,6,False,rain,6.5600000000000005,9.09,0.93,7.0015,0.02047082906857728
spring,0,1,10,False,6,False,misty,7.38,9.85,0.8,11.0014,0.062436028659160696
spring,0,1,11,False,6,False,misty,8.200000000000001,9.09,0.69,26.0027,0.06345957011258956
spring,0,1,12,False,6,False,misty,8.200000000000001,9.09,0.59,23.9994,0.10030706243602866
spring,0,1,13,False,6,False,clear,8.200000000000001,9.09,0.44,22.0028,0.10440122824974411
spring,0,1,14,False,6,False,clear,8.200000000000001,8.334999999999999,0.32,32.9975,0.09723643807574207
spring,0,1,15,False,6,False,clear,8.200000000000001,8.334999999999999,0.32,30.0026,0.07574206755373593
spring,0,1,16,False,6,False,clear,7.38,6.819999999999999,0.29,30.0026,0.07778915046059365
spring,0,1,17,False,6,False,clear,6.5600000000000005,6.0600000000000005,0.37,36.9974,0.07062436028659161
spring,0,1,18,False,6,False,clear,5.74,6.0600000000000005,0.39,19.9995,0.05629477993858751
spring,0,1,19,False,6,False,clear,5.74,6.0600000000000005,0.36,16.997899999999998,0.030706243602865915
spring,0,1,20,False,6,False,clear,4.92,6.0600000000000005,0.36,16.997899999999998,0.028659160696008188
spring,0,1,21,False,6,False,clear,4.92,5.305,0.39,23.9994,0.037871033776867964
spring,0,1,22,False,6,False,clear,4.92,5.305,0.36,26.0027,0.03480040941658137
spring,0,1,23,False,6,False,clear,4.1000000000000005,3.03,0.39,30.0026,0.022517911975435005
spring,0,1,0,False,0,False,clear,4.1000000000000005,3.790000000000001,0.42,26.0027,0.0255885363357216
spring,0,1,1,False,0,False,clear,4.1000000000000005,3.03,0.42,31.0009,0.012282497441146366
spring,0,1,2,False,0,False,clear,4.1000000000000005,3.03,0.46,31.0009,0.011258955987717503
spring,0,1,3,False,0,False,clear,4.1000000000000005,3.790000000000001,0.46,27.9993,0.0040941658137154556
spring,0,1,4,False,0,False,clear,3.28,4.545,0.53,12.998,0.0010235414534288639
spring,0,1,5,False,0,False,clear,3.28,4.545,0.53,12.998,0.0010235414534288639
spring,0,1,6,False,0,False,clear,4.1000000000000005,4.545,0.49,19.0012,0.0010235414534288639
spring,0,1,7,False,0,False,clear,3.28,4.545,0.53,12.998,0.006141248720573183
spring,0,1,8,False,0,False,clear,4.1000000000000005,4.545,0.49,19.0012,0.01023541453428864
spring,0,1,9,False,0,False,clear,4.92,3.790000000000001,0.46,35.0008,0.019447287615148412
spring,0,1,10,False,0,False,clear,5.74,5.305,0.43,26.0027,0.05015353121801433
spring,0,1,11,False,0,False,clear,6.5600000000000005,6.0600000000000005,0.4,35.0008,0.05015353121801433
spring,0,1,12,False,0,False,clear,7.38,6.819999999999999,0.37,30.0026,0.0849539406345957
spring,0,1,13,False,0,False,clear,8.200000000000001,8.334999999999999,0.34,30.0026,0.0767656090071648
spring,0,1,14,False,0,False,clear,9.02,9.09,0.32,31.0009,0.0736949846468782
spring,0,1,15,False,0,False,clear,9.02,9.85,0.35,23.9994,0.08393039918116683
spring,0,1,16,False,0,False,clear,8.200000000000001,8.334999999999999,0.34,30.0026,0.09416581371545547
spring,0,1,17,False,0,False,clear,7.38,7.575,0.37,26.0027,0.06345957011258956
spring,0,1,18,False,0,False,clear,6.5600000000000005,6.819999999999999,0.4,22.0028,0.04912998976458546
spring,0,1,19,False,0,False,clear,6.5600000000000005,6.819999999999999,0.43,22.0028,0.04196519959058342
spring,0,1,20,False,0,False,clear,5.74,6.0600000000000005,0.46,16.997899999999998,0.038894575230296824
spring,0,1,21,False,0,False,clear,5.74,5.305,0.46,27.9993,0.02047082906857728
spring,0,1,22,False,0,False,clear,5.74,6.0600000000000005,0.46,19.9995,0.015353121801432957
spring,0,1,23,False,0,False,clear,4.92,6.819999999999999,0.5,12.998,0.006141248720573183
spring,0,1,0,False,1,True,clear,4.92,6.0600000000000005,0.5,19.0012,0.00511770726714432
spring,0,1,1,False,1,True,clear,4.92,6.0600000000000005,0.5,19.0012,0.0010235414534288639
spring,0,1,2,False,1,True,clear,4.92,6.0600000000000005,0.5,15.0013,0.0030706243602865915
spring,0,1,3,False,1,True,clear,4.92,6.0600000000000005,0.5,15.0013,0.0010235414534288639
spring,0,1,4,False,1,True,clear,4.1000000000000005,6.0600000000000005,0.54,8.9981,0.0030706243602865915
spring,0,1,5,False,1,True,clear,4.1000000000000005,5.305,0.54,16.997899999999998,0.0030706243602865915
spring,0,1,6,False,1,True,clear,4.92,6.0600000000000005,0.5,19.0012,0.03172978505629478
spring,0,1,7,False,1,True,clear,4.92,6.0600000000000005,0.5,15.0013,0.07881269191402251
spring,0,1,8,False,1,True,misty,4.92,6.0600000000000005,0.5,19.0012,0.19242579324462641
spring,0,1,9,False,1,True,misty,5.74,6.0600000000000005,0.5,16.997899999999998,0.09621289662231321
spring,0,1,10,False,1,True,misty,5.74,6.0600000000000005,0.5,19.9995,0.03172978505629478
spring,0,1,11,False,1,True,misty,6.5600000000000005,6.819999999999999,0.47,19.0012,0.030706243602865915
spring,0,1,12,False,1,True,misty,8.200000000000001,9.09,0.4,19.0012,0.05322415557830092
spring,0,1,13,False,1,True,misty,8.200000000000001,9.09,0.4,19.0012,0.05527123848515865
spring,0,1,14,False,1,True,misty,8.200000000000001,9.85,0.4,15.0013,0.048106448311156604
spring,0,1,15,False,1,True,misty,8.200000000000001,9.85,0.4,15.0013,0.04605936540429888
spring,0,1,16,False,1,True,clear,8.200000000000001,10.605,0.4,8.9981,0.07574206755373593
spring,0,1,17,False,1,True,clear,8.200000000000001,11.365,0.4,7.0015,0.18219037871033777
spring,0,1,18,False,1,True,clear,8.200000000000001,9.85,0.4,15.0013,0.1586489252814739
spring,0,1,19,False,1,True,clear,6.5600000000000005,8.334999999999999,0.47,11.0014,0.09723643807574207
spring,0,1,20,False,1,True,clear,6.5600000000000005,8.334999999999999,0.5,11.0014,0.07574206755373593
spring,0,1,21,False,1,True,clear,5.74,6.819999999999999,0.59,12.998,0.038894575230296824
spring,0,1,22,False,1,True,clear,5.74,7.575,0.59,11.0014,0.02456499488229273
spring,0,1,23,False,1,True,clear,5.74,7.575,0.59,11.0014,0.01842374616171955
spring,0,1,0,False,2,True,clear,5.74,8.334999999999999,0.59,7.0015,0.012282497441146366
spring,0,1,1,False,2,True,clear,5.74,7.575,0.59,11.0014,0.0030706243602865915
spring,0,1,2,False,2,True,misty,6.5600000000000005,7.575,0.55,12.998,0.0030706243602865915
spring,0,1,5,False,2,True,misty,6.5600000000000005,9.09,0.55,8.9981,0.006141248720573183
spring,0,1,6,False,2,True,misty,6.5600000000000005,9.09,0.55,8.9981,0.027635619242579325
spring,0,1,7,False,2,True,misty,6.5600000000000005,11.365,0.55,0.0,0.10133060388945753
spring,0,1,8,False,2,True,misty,7.38,10.605,0.51,6.0032,0.22210849539406347
spring,0,1,9,False,2,True,misty,7.38,9.85,0.51,11.0014,0.1330603889457523
spring,0,1,10,False,2,True,misty,8.200000000000001,10.605,0.51,11.0014,0.05527123848515865
spring,0,1,11,False,2,True,misty,8.200000000000001,10.605,0.47,8.9981,0.03582395087001024
spring,0,1,12,False,2,True,misty,8.200000000000001,11.365,0.51,7.0015,0.05834186284544524
spring,0,1,13,False,2,True,misty,8.200000000000001,11.365,0.59,6.0032,0.05322415557830092
spring,0,1,14,False,2,True,misty,8.200000000000001,11.365,0.59,6.0032,0.06448311156601842
spring,0,1,15,False,2,True,misty,6.5600000000000005,9.85,0.8,6.0032,0.048106448311156604
spring,0,1,16,False,2,True,misty,6.5600000000000005,7.575,0.86,15.0013,0.07778915046059365
spring,0,1,17,False,2,True,misty,6.5600000000000005,7.575,0.86,15.0013,0.13920163766632548
spring,0,1,18,False,2,True,rain,6.5600000000000005,9.09,0.93,7.0015,0.09723643807574207
spring,0,1,19,False,2,True,rain,6.5600000000000005,11.365,0.93,0.0,0.052200614124872056
spring,0,1,20,False,2,True,rain,6.5600000000000005,7.575,0.93,12.998,0.032753326509723645
spring,0,1,21,False,2,True,rain,6.5600000000000005,9.85,0.86,6.0032,0.02047082906857728
spring,0,1,22,False,2,True,rain,6.5600000000000005,9.09,0.93,7.0015,0.02968270214943705
spring,0,1,23,False,2,True,rain,6.5600000000000005,9.85,0.93,6.0032,0.019447287615148412
spring,0,1,0,False,3,True,misty,6.5600000000000005,9.85,0.86,6.0032,0.007164790174002047
spring,0,1,1,False,3,True,misty,6.5600000000000005,9.09,0.86,7.0015,0.006141248720573183
spring,0,1,2,False,3,True,clear,5.74,7.575,0.86,8.9981,0.0010235414534288639
spring,0,1,5,False,3,True,clear,5.74,7.575,0.86,11.0014,0.00511770726714432
spring,0,1,6,False,3,True,clear,4.92,7.575,0.93,8.9981,0.016376663254861822
spring,0,1,7,False,3,True,clear,5.74,7.575,0.69,8.9981,0.05527123848515865
spring,0,1,8,False,3,True,clear,6.5600000000000005,8.334999999999999,0.59,11.0014,0.13101330603889458
spring,0,1,9,False,3,True,clear,6.5600000000000005,6.819999999999999,0.59,22.0028,0.08290685772773797
spring,0,1,10,False,3,True,clear,7.38,9.09,0.55,15.0013,0.03991811668372569
spring,0,1,11,False,3,True,clear,8.200000000000001,9.09,0.51,26.0027,0.03582395087001024
spring,0,1,12,False,3,True,clear,8.200000000000001,7.575,0.47,39.0007,0.05629477993858751
spring,0,1,13,False,3,True,clear,9.02,9.85,0.44,23.9994,0.05015353121801433
spring,0,1,14,False,3,True,clear,8.200000000000001,9.09,0.47,22.0028,0.04503582395087001
spring,0,1,15,False,3,True,clear,8.200000000000001,8.334999999999999,0.47,27.9993,0.05015353121801433
spring,0,1,16,False,3,True,clear,9.02,9.85,0.44,22.0028,0.06960081883316274
spring,0,1,17,False,3,True,clear,8.200000000000001,9.09,0.47,23.9994,0.14227226202661208
spring,0,1,18,False,3,True,clear,8.200000000000001,7.575,0.47,35.0008,0.14022517911975435
spring,0,1,19,False,3,True,clear,7.38,7.575,0.47,27.9993,0.0849539406345957
spring,0,1,20,False,3,True,clear,6.5600000000000005,6.819999999999999,0.5,22.0028,0.057318321392016376
spring,0,1,21,False,3,True,clear,6.5600000000000005,6.819999999999999,0.55,22.0028,0.05834186284544524
spring,0,1,22,False,3,True,clear,6.5600000000000005,6.0600000000000005,0.55,30.0026,0.033776867963152504
spring,0,1,23,False,3,True,clear,5.74,5.305,0.59,27.9993,0.02047082906857728
spring,0,1,0,False,4,True,clear,5.74,6.0600000000000005,0.59,19.0012,0.007164790174002047
spring,0,1,1,False,4,True,clear,5.74,6.0600000000000005,0.5,19.0012,0.0020470829068577278
spring,0,1,2,False,4,True,clear,5.74,6.0600000000000005,0.5,23.9994,0.0020470829068577278
spring,0,1,3,False,4,True,clear,5.74,6.0600000000000005,0.5,22.0028,0.0030706243602865915
spring,0,1,4,False,4,True,clear,5.74,6.0600000000000005,0.5,16.997899999999998,0.0040941658137154556
spring,0,1,5,False,4,True,clear,5.74,6.0600000000000005,0.5,19.9995,0.0030706243602865915
spring,0,1,6,False,4,True,clear,4.92,7.575,0.54,8.9981,0.028659160696008188
spring,0,1,7,False,4,True,clear,4.92,7.575,0.54,8.9981,0.0736949846468782
spring,0,1,8,False,4,True,clear,5.74,6.819999999999999,0.5,12.998,0.2067553735926305
spring,0,1,9,False,4,True,clear,5.74,6.0600000000000005,0.5,22.0028,0.14227226202661208
spring,0,1,10,False,4,True,misty,6.5600000000000005,6.819999999999999,0.5,23.9994,0.038894575230296824
spring,0,1,11,False,4,True,misty,8.200000000000001,8.334999999999999,0.44,30.0026,0.037871033776867964
spring,0,1,12,False,4,True,clear,8.200000000000001,8.334999999999999,0.44,27.9993,0.05322415557830092
spring,0,1,13,False,4,True,clear,9.02,9.85,0.41,30.0026,0.0849539406345957
spring,0,1,14,False,4,True,clear,9.02,9.85,0.41,26.0027,0.042988741044012284
spring,0,1,15,False,4,True,clear,9.84,10.605,0.38,19.9995,0.06141248720573183
spring,0,1,16,False,4,True,clear,9.84,10.605,0.38,23.9994,0.07983623336745138
spring,0,1,17,False,4,True,clear,8.200000000000001,9.09,0.4,19.0012,0.16581371545547594
spring,0,1,18,False,4,True,clear,8.200000000000001,9.09,0.4,22.0028,0.1473899692937564
